_id,id,id_field,type,street,pavement,route_ahead,route_back,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
5195,1307307725,5508,Stop Bar,,2723,FLOTILLA WAY,S BRADDOCK AVE,Regent Square,5,14,42003141000,3,14,4,2-16,40.43590605,-79.89584912
5196,1953649390,5509,Stop Bar,,10743,S BRADDOCK AVE,MILTON ST,Regent Square,5,14,42003141000,3,14,4,2-16,40.4356131,-79.89695553
5197,519319223,551,Crosswalk - Two Lined,SMALLMAN ST,4010,24TH ST,23RD ST,Strip District,7,2,42003020300,6,2,2,2-25,40.4540287,-79.98153669
5198,211482159,5510,Stop Bar,,12230,EAST END AVE,FLOTILLA WAY,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44427932,-79.89507195
5199,1006156078,5511,Stop Bar,,18103,LYMAN ST,WAVERLY ST,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44415378,-79.89496332
5200,1245256800,5512,Stop Bar,,861,PANSY WAY,EAST END AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44425482,-79.89484042
5201,51181909,5513,Stop Bar,,18844,WAVERLY ST,BRASHEAR ST,Point Breeze,9,14,42003140600,3,14,4,3-14,40.4448557,-79.89469033
5202,11132943,5514,Stop Bar,,11320,EAST END AVE,S BRADDOCK AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44498279,-79.89481796
5203,1535514403,5515,Stop Bar,,6671,BRASHEAR ST,TUSCARORA ST,Point Breeze,9,14,42003140600,3,14,4,3-14,40.4450675,-79.89467044
5204,1298645384,5516,Stop Bar,,8846,PEEBLES ST,EAST END AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44495217,-79.89452694
5205,1621154252,5517,Stop Bar,,11320,EAST END AVE,S BRADDOCK AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44535124,-79.89575982
5206,815605096,5518,Stop Bar,,6671,BRASHEAR ST,TUSCARORA ST,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44571458,-79.89435032
5207,966458809,5519,Stop Bar,,8715,PEEBLES ST,EAST END AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44581664,-79.8942256
5208,470648535,552,Crosswalk - Two Lined,24TH ST,15524,PENN AVE,SMALLMAN ST,Strip District,7,2,42003020300,6,2,2,2-25,40.45401901,-79.98141666
5209,1089755347,5520,Stop Bar,,10607,TUSCARORA ST,PENN AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44594505,-79.8943254
5210,1977590015,5521,Stop Bar,,6137,EAST END AVE,S BRADDOCK AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44582972,-79.89447025
5211,314922255,5522,Stop Bar,,19573,TUSCARORA ST,PENN AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44690748,-79.89523601
5212,101358326,5523,Stop Bar,,3054,EAST END AVE,N BRADDOCK AVE,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.44709016,-79.89487525
5213,628798905,5524,Stop Bar,,7318,MEADE ST,PENN AVE,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.4473647,-79.89507776
5214,1830066192,5525,Stop Bar,,11431,N BRADDOCK AVE,S RICHLAND LN,Point Breeze,9,14,42003140600,3,14,4,3-14,40.44718302,-79.89532855
5215,995089734,5526,Stop Bar,,320,BEECHWOOD BLVD,DENNISTON ST,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43808285,-79.91759893
5216,1970992217,5527,Stop Bar,,9673,FORBES AVE,AYLESBORO AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43815677,-79.91777
5217,1305630417,5528,Stop Bar,,10444,DENNISTON ST,SHADY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.4380251,-79.91784913
5218,927089812,5529,Stop Bar,,479,DARLINGTON RD,FORBES AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43794344,-79.91767903
5219,303389544,553,Crosswalk - Ladder,SMALLMAN ST,15898,29TH ST,28TH ST,Strip District,7,6,42003020300,6,6,2,3-2,40.45760336,-79.97635868
5220,136105455,5530,Stop Bar,,10444,DENNISTON ST,SHADY AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43807308,-79.91917704
5221,1588639841,5531,Stop Bar,,899,FORBES AVE,MARLBOROUGH AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43820475,-79.91941978
5222,915778724,5532,Stop Bar,,18900,SHADY FORBES TER,FORBES AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43792711,-79.91930847
5223,1805583940,5533,Stop Bar,,9010,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43802409,-79.91957535
5224,1100134793,5534,Yield Line,,9010,SHADY AVE,MURRAY AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43808118,-79.92087706
5225,267726042,5535,Yield Line,,9010,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.4380281,-79.92097572
5226,1308301638,5536,Stop Bar,,9625,DARLINGTON RD,FORBES AVE,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43709617,-79.92298201
5227,332106764,5537,Stop Bar,,5343,BARTLETT ST,DARLINGTON RD,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43681291,-79.92288394
5228,623588786,5538,Stop Bar,,3080,MURDOCH RD,SERPENTINE RD,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43437839,-79.93365972
5229,661368033,5539,Stop Bar,,19636,PANTHER HOLLOW RD RAMP,PANTHER HOLLOW RD,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43281556,-79.93680124
5230,614911143,554,Crosswalk - Ladder,SMALLMAN ST,14562,28TH ST,27TH ST,Strip District,7,6,42003020300,6,6,2,2-25,40.45749315,-79.97649145
5231,1560439152,5540,Stop Bar,,19635,BARTLETT RD,PANTHER HOLLOW RD RAMP,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43298298,-79.93673821
5232,1564714542,5541,Stop Bar,,19639,HOBART RD RAMP,BARTLETT ST,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43272267,-79.93633319
5233,1400746368,5542,Stop Bar,,19641,GREENFIELD RD,OVERLOOK DR,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43287987,-79.93756745
5234,329491767,5543,Stop Bar,,19640,HOBART RD RAMP,HOBART RD,Squirrel Hill South,5,14,42003980500,3,14,4,2-21,40.43289469,-79.93629242
5235,1800147186,5544,Stop Bar,,5727,BARTLETT ST,E CIRCUIT RD,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43425031,-79.93398572
5236,842618113,5545,Stop Bar,,7108,WIGHTMAN ST,PHILLIPS AVE,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.42928912,-79.92758999
5237,309649088,5546,Stop Bar,,15924,POCUSSETT ST,MELVIN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.42941366,-79.92746527
5238,488119398,5547,Stop Bar,,13513,MURRAY AVE,WIGHTMAN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.42930749,-79.92728556
5239,2115046374,5548,Stop Bar,,5923,WIGHTMAN ST,YESHIVA WAY,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43257314,-79.92772008
5240,780402360,5549,Stop Bar,,9266,HEMPSTEAD ST,HOBART ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43250032,-79.92752114
5241,1744309197,555,Crosswalk - Two Lined,28TH ST,15790,SMALLMAN ST,SPRUCE WAY,Strip District,7,6,42003020300,6,6,2,2-25,40.45760744,-79.9764995
5242,323281168,5550,Stop Bar,,102,MURRAY AVE,WIGHTMAN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43265578,-79.92741317
5243,1640943643,5551,Stop Bar,,18947,HOBART ST,BEACON ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43273209,-79.92759623
5244,1516792524,5552,Stop Bar,,10565,MURRAY AVE,MELVIN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43231254,-79.92335566
5245,700648543,5553,Stop Bar,,6889,PHILLIPS AVE,DOUGLAS ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43250947,-79.92316096
5246,1643706884,5554,Stop Bar,,11430,NICHOLSON ST,PHILLIPS AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43224405,-79.92312474
5247,211851478,5555,Stop Bar,,18156,PITTOCK ST,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43239718,-79.92296248
5248,605356120,5556,Stop Bar,,8700,WIGHTMAN ST,WENDOVER ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43408965,-79.9277529
5249,713585168,5557,Stop Bar,,2989,BEACON ST,RALEIGH ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43428667,-79.92768313
5250,1320941323,5558,Stop Bar,,19604,IMPERIAL DR,WIGHTMAN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43420909,-79.92740151
5251,211671728,5559,Stop Bar,,18947,HOBART ST,BEACON ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43398729,-79.92757067
5252,715929216,556,Crosswalk - Two Lined,28TH ST,6359,MULBERRY WAY,SMALLMAN ST,Strip District,7,6,42003020300,6,6,2,2-25,40.45749724,-79.97637209
5253,1335896591,5560,Stop Bar,,19605,MURRAY AVE,MUNHALL RD,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43471,-79.92304981
5254,756281872,5561,Stop Bar,,18950,HOBART ST,BEACON ST,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43462221,-79.92280304
5255,11853640,5562,Stop Bar,,19606,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43485291,-79.92267698
5256,1033949628,5563,Stop Bar,,686,BEACON ST,BARTLETT ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43493049,-79.9228701
5257,492384942,5564,Stop Bar,,102,MURRAY AVE,WIGHTMAN ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43369024,-79.92314637
5258,1165160711,5565,Stop Bar,,18950,HOBART ST,BEACON ST,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43387398,-79.92298812
5259,2031116384,5566,Stop Bar,,533,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43379742,-79.92278963
5260,1419012037,5567,Stop Bar,,16088,DOUGLAS ST,HOBART ST,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.4335902,-79.92294922
5261,879756889,5568,Stop Bar,,16829,BEACON ST,BARTLETT ST,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43545006,-79.91904795
5262,1523043059,5569,Stop Bar,,14973,MULHATTON ST,SHADY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43536942,-79.91881832
5263,376338975,557,Crosswalk - Two Lined,SMALLMAN ST,15898,29TH ST,28TH ST,Strip District,7,6,42003020300,6,6,2,3-2,40.45849521,-79.97507122
5264,135357004,5570,Stop Bar,,16234,HOBART ST,BEACON ST,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43521502,-79.91892045
5265,1465417809,5571,Stop Bar,,19606,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43526165,-79.91912002
5266,851352610,5572,Stop Bar,,686,BEACON ST,BARTLETT ST,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43591902,-79.92284024
5267,177979505,5573,Stop Bar,,2670,SHADY AVE,MURRAY AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43606397,-79.92268602
5268,995963328,5574,Stop Bar,,5343,BARTLETT ST,DARLINGTON RD,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43614657,-79.9229235
5269,635716454,5575,Stop Bar,,3650,HOLLENDON PL,FORBES AVE,Squirrel Hill South,5,14,42003141300,3,14,4,2-8,40.4379298,-79.92767905
5270,1657760988,5576,Stop Bar,,10223,FORBES TER,WIGHTMAN ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.43809006,-79.9275141
5271,1679782109,5577,Stop Bar,,16921,FORBES AVE,MARLBOROUGH RD,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.43818498,-79.92772169
5272,352804587,5578,Stop Bar,,8125,WIGHTMAN ST,MURDOCH RD,Squirrel Hill South,5,14,42003141300,3,14,4,2-8,40.43800432,-79.92796845
5273,179925765,5579,Stop Bar,,14659,FORBES AVE,MARLBOROUGH AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.43824953,-79.92302525
5274,564675295,558,Crosswalk - Two Lined,29TH ST,19618,SMALLMAN ST,SPRUCE WAY,Strip District,7,6,42003020300,6,6,2,3-2,40.45857378,-79.97508195
5275,1903743278,5580,Stop Bar,,9625,DARLINGTON RD,FORBES AVE,Squirrel Hill South,5,14,42003140800,3,14,4,2-18,40.43790248,-79.92293272
5276,868064295,5581,Stop Bar,,9010,SHADY AVE,MURRAY AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43807906,-79.92273826
5277,661212813,5582,Stop Bar,,16038,MURRAY AVE,FORBES TER,Squirrel Hill South,5,14,42003141300,3,14,4,2-18,40.43803415,-79.92318887
5278,1018715535,5583,Stop Bar,,17614,MURRAY AVE,VALMONT ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.43976937,-79.92318618
5279,1144334535,5584,Stop Bar,,17252,AYLESBORO AVE,FERREE ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.43989491,-79.92311539
5280,995921739,5585,Stop Bar,,8897,ASBURY PL,MURRAY AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.43984592,-79.92294507
5281,1625876069,5586,Stop Bar,,9301,MARLBOROUGH AVE,AYLESBORO AVE,Squirrel Hill North,5,14,42003140300,3,14,4,2-18,40.43970302,-79.92301714
5282,1775160660,5587,Stop Bar,BAKER ST,17058,GALLATIN ST,JANCEY ST,Morningside,7,10,42003101400,2,10,5,3-7,40.48804902,-79.92436112
5283,467660854,5588,Stop Bar,,15141,FREW AVE,SCHENLEY DR,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.44028278,-79.94227004
5284,1350569559,5589,Stop Bar,,961,TECH ST,SCHENLEY DR,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.44046344,-79.94232474
5285,531897543,559,Crosswalk - Two Lined,29TH ST,15348,MULBERRY WAY,SMALLMAN ST,Strip District,7,6,42003020300,6,6,2,3-2,40.458485,-79.97495857
5286,621172531,5590,Stop Bar,,5523,MARGARET MORRISON ST,FREW AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44061844,-79.94209043
5287,1559991193,5591,Stop Bar,JANCEY ST,6626,BAKER ST,GAEL WAY,Morningside,7,10,42003101400,2,10,5,3-7,40.48786922,-79.92462651
5288,178331201,5592,Stop Bar,,1704,DEAD END,TECH ST,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.4404324,-79.9420387
5289,252083098,5593,Stop Bar,,5523,MARGARET MORRISON ST,FREW AVE,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.44162347,-79.94157767
5290,1422343997,5594,Stop Bar,,18776,SKIBO DR,TECH WAY,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44173166,-79.94140198
5291,949222838,5595,Stop Bar,,18776,SKIBO DR,TECH WAY,Squirrel Hill North,5,14,42003140100,3,14,4,2-8,40.44150675,-79.94026559
5292,649105901,5596,Stop Bar,,179326,ROSELAWN TER,SKIBO DR,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44158943,-79.94018781
5293,2067001584,5597,Stop Bar,,5588,FORBES AVE,ROSELAWN TER,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44257028,-79.93773493
5294,748844362,5598,Stop Bar,,364,MARGARET MORRISON ST,TECHVIEW TER,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44274788,-79.93769528
5295,600730352,5599,Stop Bar,,548,NORMLEE PL,MARGARET MORRISON ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44261162,-79.93749881
5296,93555945,56,Crosswalk - Two Lined,38TH ST,17913,BUTLER ST,MULBERRY WAY,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3,40.46693316,-79.96437239
5297,381662981,560,Crosswalk - Continental,PENN AVE,16296,33RD ST,32ND ST,Strip District,7,6,42003020300,6,6,2,3-2,40.46080437,-79.96988852
5298,1276815185,5600,Stop Bar,,7177,BEELER ST,DEVON RD,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44394587,-79.93912946
5299,598671036,5601,Stop Bar,,7177,BEELER ST,DEVON RD,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44380911,-79.93900071
5300,1576622051,5602,Stop Bar,,7263,TECHVIEW TER,BEELER ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44382238,-79.93863459
5301,179220356,5603,Stop Bar,,19514,PENTON RD,FORBES AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.4440112,-79.93864264
5302,54192777,5604,Stop Bar,,16024,WILKINS AVE,BEELERMONT PL,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44560745,-79.93139262
5303,599818573,5605,Stop Bar,,8056,FAIR OAKS ST,BEELER ST,Squirrel Hill North,8,14,42003140200,3,14,4,2-26,40.44560031,-79.93106137
5304,1957668051,5606,Stop Bar,,8649,BEELER ST,DUNMOYLE ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44574625,-79.93151064
5305,1267858724,5607,Stop Bar,,19473,WILKINS AVE,AMBERSON AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-26,40.44778438,-79.93736724
5306,1534551834,5608,Stop Bar,,18869,ST JAMES ST,WILKINS AVE,Shadyside,8,7,42003070300,2,7,4,2-17,40.44787521,-79.9368669
5307,2103041241,5609,Stop Bar,,18358,WILKINS AVE,MURDOCH RD,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44514511,-79.93035047
5308,2033775433,561,Crosswalk - Continental,PENN AVE,7909,32ND ST,31ST ST,Strip District,7,6,42003020300,6,6,2,3-2,40.46073191,-79.96999849
5309,1573726545,5610,Stop Bar,,12893,WIGHTMAN ST,BELLEROCK ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44417245,-79.92806656
5310,2021922477,5611,Stop Bar,,17195,WILKINS AVE,ANNETTE WAY,Squirrel Hill North,8,14,42003140200,3,14,4,2-8,40.44428268,-79.92794587
5311,1646158504,5612,Stop Bar,,9983,SOLWAY ST,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-8,40.44398261,-79.92788015
5312,1850382376,5613,Stop Bar,,8794,S NEGLEY AVE,WIGHTMAN ST,Squirrel Hill North,8,14,42003140200,3,14,4,2-18,40.44412857,-79.92772459
5313,1642539239,5614,Stop Bar,,13689,WIGHTMAN ST,INVERNESS AVE,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44084508,-79.92795768
5314,266838360,5615,Stop Bar,,18390,NORTHUMBERLAND ST,WOODMONT ST,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44103798,-79.92781686
5315,888541327,5616,Stop Bar,,16036,AYLESBORO AVE,NORTHUMBERLAND ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-8,40.44080244,-79.92774712
5316,2001846780,5617,Stop Bar,,1157,COLMA WAY,WIGHTMAN ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-8,40.44097392,-79.92763715
5317,208767031,5618,Stop Bar,,5776,WOODMONT ST,SOLWAY ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44285909,-79.92574753
5318,868744567,5619,Stop Bar,,16673,SOLWAY ST,BANBRIDGE WAY,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44304383,-79.92583203
5319,1735574478,562,Crosswalk - Continental,31ST ST,18895,LIBERTY AVE,SPRING WAY,Strip District,7,6,42003020300,6,6,2,3-2,40.45927683,-79.97076226
5320,1761514615,5620,Stop Bar,,8794,S NEGLEY AVE,WIGHTMAN ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44402058,-79.92620888
5321,459527146,5621,Stop Bar,,8849,WILKINS AVE,UNNAMED85P WAY,Squirrel Hill North,8,14,42003140200,3,14,4,2-18,40.44417266,-79.92611232
5322,275014797,5622,Stop Bar,,1316,MURRAY HILL AVE,S NEGLEY AVE,Squirrel Hill North,8,14,42003140200,3,14,4,2-18,40.44405572,-79.92584142
5323,1042822807,5623,Stop Bar,,3234,BANBRIDGE WAY,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44392712,-79.92595005
5324,1125209956,5624,Stop Bar,,12630,SOLWAY ST,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44386179,-79.92382708
5325,291921190,5629,Stop Bar,,8144,NORTHUMBERLAND ST,WOODMONT ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44155495,-79.92344206
5326,1602289504,563,Crosswalk - Continental,LIBERTY AVE,1745,32ND ST,31ST ST,Strip District,7,6,42003020300,6,6,2,3-2,40.45927174,-79.97062815
5327,763373796,5630,Stop Bar,,15527,ASBURY PL,MURRAY AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44147329,-79.92321407
5328,921703048,5631,Stop Bar,,15093,FERREE ST,NORTHUMBERLAND ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44129161,-79.92332673
5329,2004077323,5632,Stop Bar,,1618,MURRAY AVE,VALMONT ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44138959,-79.92352252
5330,1626594334,5633,Stop Bar,,6181,SHADY AVE,ASBURY PL,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.4417846,-79.92007588
5331,1528798888,5634,Stop Bar,,11521,AYLESBORO AVE,NORTHUMBERLAND ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44171519,-79.91983717
5332,526469104,5635,Stop Bar,,14121,DENNISTON ST,SHADY AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44188139,-79.91974161
5333,176849462,5636,Stop Bar,,7398,NORTHUMBERLAND ST,SOLWAY ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44193957,-79.91997631
5334,2067800018,5637,Stop Bar,,165,NORTHUMBERLAND ST,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44215289,-79.91861375
5335,839036783,5638,Stop Bar,,11436,AYLESBORO AVE,NORTHUMBERLAND ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44196202,-79.91849573
5336,761730879,5639,Stop Bar,,14121,DENNISTON ST,SHADY AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44200234,-79.91868326
5337,713013390,564,Crosswalk - Continental,LIBERTY AVE,9846,31ST ST,30TH ST,Strip District,7,6,42003020300,6,6,2,3-2,40.45918807,-79.97075286
5338,136325671,5640,Stop Bar,,1677,BEECHWOOD BLVD,DENNISTON ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44210534,-79.91842174
5339,1885914897,5641,Stop Bar,,2518,BEECHWOOD BLVD,LIGHT WAY,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44461103,-79.91767609
5340,444798991,5642,Stop Bar,,14077,SEVERN ST,BEECHWOOD BLVD,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44441302,-79.91757298
5341,82666265,5644,Stop Bar,,13003,NORTHUMBERLAND ST,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44422448,-79.91769107
5342,1242346444,5645,Stop Bar,,3017,WILKINS AVE,HASTINGS ST,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44457455,-79.91790028
5343,533543689,5646,Stop Bar,,3565,SEVERN ST,BEECHWOOD BLVD,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44235466,-79.91700845
5344,1891929493,5647,Stop Bar,,1677,BEECHWOOD BLVD,DENNISTON ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44223524,-79.91732763
5345,1613232151,5648,Stop Bar,,315,DALZELL PL,NORTHUMBERLAND ST,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44219467,-79.91710061
5346,1571739928,5649,Stop Bar,,13003,NORTHUMBERLAND ST,WILKINS AVE,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44238195,-79.91725092
5347,2099599804,565,Crosswalk - Continental,31ST ST,3136,SASSAFRAS ST,LIBERTY AVE,Polish Hill,7,6,42003060500,6,6,2,3-2,40.45918704,-79.97063619
5348,330456573,5650,Stop Bar,,4972,FENNIMORE ST,LINDEN LN,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44667674,-79.91582399
5349,564325028,5651,Stop Bar,,18873,LIGHT WAY,FENNIMORE ST,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44648385,-79.91590579
5350,809267877,5652,Stop Bar,,1723,S LINDEN AVE,LACY WAY,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44661755,-79.91599833
5351,1690344785,5653,Stop Bar,,15281,REYNOLDS ST,JUNIATA PL,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44982724,-79.91296073
5352,1618358663,5654,Stop Bar,,14998,EDGERTON AVE,REYNOLDS ST,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44962737,-79.91306159
5353,339684895,5655,Stop Bar,,9717,GLEN ARDEN DR,S LINDEN AVE,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44970391,-79.9128564
5354,1706911445,5656,Stop Bar,,16592,S LINDEN AVE,LACY WAY,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44977534,-79.91314608
5355,134775154,5657,Stop Bar,,30718,S DALLAS AVE,WILKINS AVE,Squirrel Hill North,8,14,42003140400,3,14,4,2-18,40.44669271,-79.91176877
5356,2096765017,5658,Stop Bar,,2040,S MURTLAND ST,S DALLAS AVE,Point Breeze,9,14,42003140600,3,14,4,3-14,40.4460972,-79.90885455
5357,2138942140,5659,Stop Bar,,7375,WILLARD ST,WILKINS AVE,Point Breeze,9,14,42003140400,3,14,4,2-18,40.4467814,-79.9115952
5358,263737267,566,Crosswalk - Two Lined,30TH ST,2757,SPRING WAY,PENN AVE,Strip District,7,6,42003020300,6,6,2,3-2,40.45876868,-79.97271222
5359,1906853526,5660,Stop Bar,,10782,KINSMAN RD,WILKINS AVE,Point Breeze,9,14,42003981100,3,14,4,2-18,40.44659242,-79.91162024
5360,1990945539,5661,Stop Bar,,18571,BUCKNELL ST,S DALLAS AVE,Point Breeze,8,14,42003140600,3,14,4,2-17,40.44784127,-79.91068057
5361,1433686274,5662,Stop Bar,,1438,EDGERTON AVE,REYNOLDS ST,Point Breeze,8,14,42003140600,3,14,4,2-17,40.44866692,-79.9101857
5362,1369492029,5663,Stop Bar,,36,S DALLAS AVE,GLEN ARDEN DR,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44879755,-79.91031043
5363,1991589880,5664,Stop Bar,,13274,REYNOLDS ST,YORKSHIRE DR,Point Breeze,8,14,42003140400,3,14,4,2-17,40.44887779,-79.91009684
